2019-09-15 16:03		5分	游客没用填写买票情况      	XinVCherish		广西值得去的地方，每个季节都不一样。
2016-08-19 06:44		4分	游客没用填写买票情况      	_WeCh****30241		携程订票很快下单成功，导游第二天下午如约通知行程安排，次日早上准时到达酒店接车。导游很风趣幽默，自称杨狗肉，讲解很专业，车上有老外也耐心用英语重复讲解。坐车加上景区倒车单程差不多将近两个小时，坐索道告之出故障正在修理，只有走上去！可怜老婆的膝盖不敢爬山遗憾放弃。大热天好不容易爬了一个多小时登上大寨金坑金佛顶观景台，景观确实不错很美很壮观，下山又走了一个小时，今天出汗太多把衣服全湿了，也算减肥排毒了呵呵！总体评价还不错，就是坐车时间太长，累死累活爬山只看一个景点有些不太值！不知道索道费携程什么时候能退回。
2016-08-18 19:55		5分	游客没用填写买票情况      	zq11		风景特别好，早上比较凉快，在观景台上等着太阳慢慢照亮梯田是最美的
2016-08-18 11:36		4分	游客没用填写买票情况      	流派咏春		值得一去，环境空气也是很好，当地人也热情友善。风景优美不在话下，当地的土鸡、腊肉、竹笋、野菜、米粉……等等，让我们胃口大开。有机会还会来的。
2016-08-18 01:09		5分	游客没用填写买票情况      	139****1282		非常非常满意，风景优美，导游很准时到酒店来接，一路讲解，没有任何不必要消费，还游了瑶寨，看了表演，总之物有所值。
2016-08-17 19:28		5分	游客没用填写买票情况      	e07****78		值得再去，水好景美，民风淳朴，值得推荐！我们住惟馨阁客栈，老板服务好，饭菜可口，不仅接送，走时还送了罗汉果给我们。客栈性价比高，开窗见景，赞！
2016-08-17 18:55		4分	游客没用填写买票情况      	yellowbee		龙脊梯田的金坑红瑶梯田，8月份去，漫山遍野是绿色的，建议9月中后旬，10&#x20;1之前去，漫山遍野都是黄色，也避开了人流高峰期，听说10月7日后开始收割
2016-08-17 18:30		3分	游客没用填写买票情况      	打不死的小强强强		还是比较震撼，但是我们是清明节去的，恰好是青黄不接的时候，景色大打折扣
2016-08-17 07:48		5分	游客没用填写买票情况      	_CFT01****2018552		换票很方便，但是只便宜了几元钱，优惠力度太小了，推荐住在一号观景台附近，要爬两三个小时山，所以时间要做好提前量，黑天没办法爬山，也可以租车上去，150元一辆车，可以坐5人
2016-08-17 06:06		5分	游客没用填写买票情况      	lhy994		很漂亮，见而忘返，四级四景都能来就好了。
2016-08-15 09:01		4分	游客没用填写买票情况      	夏宁葆		元代到清初，整整650年。当初龙脊开山造田的祖先们没有想到，他们用血汗和生命开出来的梯田，竟变成了如此妩媚潇洒的曲线世界。龙脊梯田距龙胜县城22公里，距桂林市区103公里，景区面积共66平方公里，梯田分布在海拔300至1100米之间，坡度大多在26至35度之间，最大坡度达50度。从山脚盘绕到山顶，小山如螺，大山似塔，层层叠叠，高低错落。从高处望去，梯田的优美曲线一条条、一根根、或平行或交叉，蜿蜒如春螺、披岚似云塔，显示了动人心魄的曲线美。其线条行云流水，潇洒柔畅；其规模磅礴壮观，气势恢宏，有“梯田世界之冠”的美誉。&#x20;从流水湍急的河谷，到白云缭绕的山巅，从万木葱茏的林边到石壁崖前，凡有泥土的地方，都开辟了梯田。垂直高度五六里，横向伸延五六里。那起伏的、高耸入云的山，蜿蜓的一级一级登上蓝天。梯田，像天与地之间一幅幅巨大的抽象画。每个看见这一景色游客的心灵都会被深深地震撼，这是一种难以言表的，一种被大自然的雄奇以及人的伟力所引起的震撼。&#x20;这里一年四季景观各异，春来，水满田畴，如串串银链山间挂；夏至，佳禾吐翠，似排排绿浪从天泻；金秋，稻穗沉甸，像座座金塔顶玉宇；隆冬，瑞雪兆丰年，若环环白玉砌云端。这种景象称得上是人间一大奇观。有趣的是，在这浩瀚如海的梯田世界里，最大的一块田不过一亩，大多数是只能种一二行禾的碎田块，因此有“蓑衣盖过田”的说法。&#x20;梯田如链似带，把一座座山峰环绕成一只只巨大的螺蛳，有的像巨扇一样半摺半开，斜叠成一个个狭长的扇；有的则像天镜被分割，然后有层次地镶嵌成多种图形的碎块，在这个广袤的方围内，小路悠悠地，蜿蜒在跌宕有致的梯田里，飘忽成一根根细绳，而袅袅地萦绕在它上空的龙脊壮族山歌，缥缈成一缕缕云烟；那一幢幢被水光映照，被云影拂弄的壮族“麻烂”，则被空灵成仙宫了。
2016-08-14 23:24		5分	游客没用填写买票情况      	M21****658		司机态度很好，很耐心，下次还会坐
2016-08-14 22:06		3分	游客没用填写买票情况      	300****784		网购票价和现场买无乜区别，如要上山一定得四驱才行，路很崎岖，夏天景色一个字绿，和冬天，秋天比差一点。
2016-08-14 15:26		5分	游客没用填写买票情况      	M33****518		盘山公路比较多，开车要小心。上山比较难。我们上山喊的车，150单趟。据说，梯田上水时间在5月底6月初。到时候会更美。
2016-08-14 11:11		4分	游客没用填写买票情况      	_U3****0747		桂林过去坐车比较久，来去坐车连换车估计五小时，上去是坐缆车，下来走路也很快三四十分钟就下来了，其实上去爬山也不累，景点比较单一就是看梯田，十几分钟就看完了。
2016-08-14 09:20		5分	游客没用填写买票情况      	M32****513		远离喧嚣的感觉真好！但愿长住不愿走！
2016-08-14 05:42		5分	游客没用填写买票情况      	昂特平旺周勃		好啊，美，大山里的美，在阳朔做了6个小时的车才到，这里空气新鲜，就是去哪去哪的路牌标明的不醒目，3个景观点我都去了，有不同角度的美，金佛顶最漂亮
2016-08-14 02:25		4分	游客没用填写买票情况      	gxdonkey		景色还不错，秋天来看更好，大寨梯田停车场的工作人员态度差。
2016-08-14 00:35		5分	游客没用填写买票情况      	E40****25		很准时，开的稳，挺好的，？！我想吃喝的时候了？？？你说一个人也门政府机关的工作也正在
2016-08-13 21:12		3分	游客没用填写买票情况      	鱼儿		这里风景一般般，整个寨子老是停水停电
2016-08-13 17:08		5分	游客没用填写买票情况      	Ba_lili		梯田高处看很壮观，犹如一幅艺术画。缆车很方便，对于学生还有优惠，免去了爬山之苦。山间偶尔的泉水缓解了炎热。
2016-08-13 10:13		5分	游客没用填写买票情况      	M39****651		本来这次旅游没打算去龙脊梯田，后来听送走说这里很美，所以临时决定去龙脊梯田，不虚此行，景色很美，取票方便。
2016-08-13 00:52		4分	游客没用填写买票情况      	M15****138		风景很好，虽然没有赶上放水和稻谷成熟的时候，但满眼绿色，放眼望去，也别是一番风韵！坐缆车上去的，下来时感觉比较累，尤其是平常缺乏锻炼的人。
2016-08-12 20:44		4分	游客没用填写买票情况      	M32****660		服务还可以来回车票，就是山路太弯，来回坐车从市区到景区花了五六个小时的时候，实际上玩的时间不多。
2016-08-11 21:34		5分	游客没用填写买票情况      	空谷幽兰		龙脊梯田，美到窒息，满眼绿色，金秋十月应该会更美！为勤劳的农民点赞！强烈推荐值得一看！
2016-08-11 17:55		5分	游客没用填写买票情况      	m87****74		农民真的是伟大，勤劳，智慧，龙脊梯田代表了劳动人民的劳动成果，留得青山在，不怕没柴烧????
2016-08-11 15:58		5分	游客没用填写买票情况      	Mary_Kiky_Zhu		梯田里种植着作物，绿油油的一片，甚是好看。
2016-08-11 12:44		4分	游客没用填写买票情况      	乌jo菜菜		8月底时去，梯田还没开始变黄，就是山脚下有一层是黄的，之后一路盘山而上都是青色的。一路走到山顶，看到梯田一层一层的，如果秋天来，整片都是金黄的，很美丽。
2016-08-10 22:16		4分	游客没用填写买票情况      	_CFT01****2186601		我是坐动车去的，到桂林北站后，网订直达车去龙脊梯田。顺车要三个小时左右到达金坑梯田。最好不要带太多行李上山，可在山下寄存，一个行李箱30元。有3个观景点。有缆车上3号观景点，单程60，来回80。我住梯田山庄，介于1和2号观景点间，从梯田山庄上I号点约30至45分钟，是龙脊最高点，可以看到梯田全貌，看日出很适合，可惜当天下过雨，云厚看不到，但早上满山浓雾-，很美。
2016-08-10 21:44		5分	游客没用填写买票情况      	M42****289		景区在大山中间，景色十分壮观，订的旅店在半山腰，爬了差不多一个小时，这里的竹筒鸡味道非常好，每餐店都赠饮糯米酒
2016-08-10 21:34		5分	游客没用填写买票情况      	_m13****1112		还不错，还不错…................................................................
2016-08-10 21:16		4分	游客没用填写买票情况      	189****8965		景点很美，住宿一般，景区很大，门票和交通费都是单算的，不好。
2016-08-10 20:10		4分	游客没用填写买票情况      	203****089		景点不错，值得一去。爬起来好累但景色非常好，山上的竹筒饭，竹筒鸡非常好吃。在一号观景台
2016-08-10 20:07		5分	游客没用填写买票情况      	柚孑笑了		景很美，值得推荐。桂林周边的景点，除了游漓江，龙脊梯田最值得去的地方，虽然爬山过程辛苦，但亦是值得的。
2016-08-10 15:51		5分	游客没用填写买票情况      	vivi		龙脊梯田，在广西龙胜各族自治县龙脊镇平安村龙脊山，距县城22公里。距桂林市80公里，处东经109&amp;#176;32&amp;#39;&amp;#39;～100&amp;#176;14&amp;#39;&amp;#39;北纬25&amp;#176;35&amp;#39;&amp;#39;～26&amp;#176;17&amp;#39;&amp;#39;之间。从广义说叫做龙胜梯田，从狭义上称为龙脊梯田。&#x0A;&#x0A;龙脊梯田分为金坑（大寨）瑶族梯田观景区，平安壮族梯田观景区。通常意义上的龙脊梯田是指龙脊平安壮族梯田，也是开发较早的梯田。梯田分布在海拔300米至1100米之间，最大坡度达50度，前往梯田几乎都是盘山公路，一直升到约海拔600米以上，到梯田时海拔达到880米。
2016-08-09 12:41		5分	游客没用填写买票情况      	jessie0518		一次非常棒的體驗，去龍脊的當天從桂林出發一路細雨蒙蒙，待要到達景區時，雨停了。進入景區，沿著步道前行，一路上雲霧繚繞如入仙境，待到達觀景台時，忽然就雲開霧散，絕美的景色就豁然呈現在眼前，真的驚艷。
2016-08-09 12:39		5分	游客没用填写买票情况      	320****694		路途相对较远，全是山路，景色不错，很壮观，看见了雨中彩虹，这个时候去全是绿色。携程换票方便快捷
2016-08-08 22:12		5分	游客没用填写买票情况      	_YX1****394		龙脊梯田很壮观，小饰品之类的很便宜，可以买来送亲戚朋友，在梯田上面吃饭也不错，推荐
2016-08-08 07:00		4分	游客没用填写买票情况      	figo		非常值得去的，壮族瑶族，民风非常淳朴，吃的东西也不是很贵，算是旅游景区里便宜的。唯一就就是走的时候下雨，没看见日出
2016-08-08 06:34		5分	游客没用填写买票情况      	出去走走		非常推荐的一个地方啊&#x20;风景优美。推荐给你们大家&#x20;去桂林山水必须要去玩耍啊&#x20;实在是要字够
